transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
3-9-2017-2433,9,3,هبات,Gifts,هبه,Grant,19-12-2017,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,315,المناره,Al Manara,,,,,,,,برج العرب,Burj Al Arab,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,929.03,5332632.0,5740.0,,,1,1,0
2-14-2012-131,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,22-02-2012,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,300,الراشديه,Al Rashidiya,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,5343.78,18000000.0,3368.4,,,13,1,0
2-13-2020-10142,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,17-12-2020,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,368,البرشاء الاولى,Al Barsha First,,,,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,2244.91,20000000.0,8909.04,,,1,1,0
2-13-2012-1001,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,21-03-2012,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,244,المرقبات,Al Murqabat,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,مول دبي,Dubai Mall,,,0,851.27,50000000.0,58735.77,,,1,1,0
1-11-2010-211,11,1,مبايعات,Sales,بيع,Sell,11-01-2010,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,,,,,,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,910.45,2499000.0,2744.8,,,2,1,0
2-13-2000-129,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,21-02-2000,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,304,ام سقيم الثانيه,Um Suqaim Second,,,,,,,,برج العرب,Burj Al Arab,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,2127.48,500000.0,235.02,,,1,1,0
1-11-2005-2208,11,1,مبايعات,Sales,بيع,Sell,23-11-2005,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,312,محيصنه الاولى,Muhaisanah First,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1430.71,2310000.0,1614.58,,,1,1,0
1-11-2021-4095,11,1,مبايعات,Sales,بيع,Sell,15-03-2021,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1103.87,6500000.0,5888.37,,,1,1,0
2-13-2012-2340,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,18-06-2012,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,318,جميرا الثالثه,Jumeirah Third,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,,,0,5560.24,9000000.0,1618.64,,,1,1,0
2-13-2008-2705,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,04-11-2008,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,317,جميرا الاولى,Jumeirah First,,,,,,,,برج خليفة,Burj Khalifa,المركز المالي,Financial Centre,مول دبي,Dubai Mall,,,0,3716.12,100000000.0,26909.79,,,1,1,0
2-13-2000-624,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,25-07-2000,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,315,المناره,Al Manara,,,,,,,,برج العرب,Burj Al Arab,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,947.05,500000.0,527.96,,,1,1,0
2-13-2007-746,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,21-05-2007,2,مبنى,Building,,,,صناعي,Industrial,1,العقارات القائمة,Existing Properties,309,القوز الصناعيه الثالثه,Al Goze Industrial Third,,,,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,5190.49,62480431.0,12037.48,,,2,1,0
2-13-2024-30632,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,19-12-2024,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,318,جميرا الثالثه,Jumeirah Third,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو نور بنك,Noor Bank Metro Station,مول دبي,Dubai Mall,,,0,724.64,9661925.0,13333.41,,,1,1,0
2-14-2008-330,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,26-06-2008,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,5000000.0,3587.96,,,1,1,0
3-9-2021-1000,9,3,هبات,Gifts,هبه,Grant,27-04-2021,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,369,البرشاء الثالثه,Al Barsha Third,,,,,,,,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مدينة دبي للإنترنت,Dubai Internet City,مول الإمارات,Mall of the Emirates,,,0,1374.96,3699982.0,2690.97,,,1,1,0
2-14-2007-221,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,26-06-2007,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,305,القصيص,AL QUSAIS,,,,,,,,مطار دبي الدولي,Dubai International Airport,المنطقة الحرة بالمطار,Airport Free Zone,سيتي سنتر مردف,City Centre Mirdif,,,0,2650.06,16249614.0,6131.79,,,1,1,0
2-13-2004-352,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,05-04-2004,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,314,الصفا الثانيه,Al Saffa Second,,,,,,,,برج العرب,Burj Al Arab,محطة مترو نور بنك,Noor Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1628.22,1500000.0,921.25,,,1,1,0
1-11-2012-5611,11,1,مبايعات,Sales,بيع,Sell,02-04-2012,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mizhar First,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,594.58,1500000.0,2522.79,,,4,1,0
3-9-2003-159,9,3,هبات,Gifts,هبه,Grant,08-12-2003,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,388,عود ميثا,Oud Metha,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو عود ميثاء,Oud Metha Metro Station,مول دبي,Dubai Mall,,,0,2139.83,11516500.0,5381.97,,,1,1,0
1-11-2004-113,11,1,مبايعات,Sales,بيع,Sell,21-01-2004,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,312,محيصنه الاولى,Muhaisanah First,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,825000.0,592.01,,,2,1,0
1-11-2004-177,11,1,مبايعات,Sales,بيع,Sell,26-01-2004,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,312,محيصنه الاولى,Muhaisanah First,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,945000.0,678.12,,,1,1,0
2-13-2007-925,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,29-05-2007,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,312,محيصنه الاولى,Muhaisanah First,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1394.47,750000.0,537.84,,,1,1,0
3-9-2002-78,9,3,هبات,Gifts,هبه,Grant,01-07-2002,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,367,السوق الكبير,Al Suq Al Kabeer,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الفهيدي,Al Fahidi Metro Station,مول دبي,Dubai Mall,,,0,784.66,4500000.0,5734.97,,,1,1,0
2-14-2022-1148,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,07-11-2022,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,232.26,5180000.0,22302.59,,,1,1,0
2-13-2000-387,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,05-06-2000,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,375,جميرا الثانيه,Jumeirah Second,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,,,0,2249.55,4500000.0,2000.4,,,1,1,0
1-11-2020-3780,11,1,مبايعات,Sales,بيع,Sell,05-05-2020,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,362,نايف,Naif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو ميدان بني ياس,Baniyas Square Metro Station,مول دبي,Dubai Mall,,,0,12.65,660000.0,52173.91,,,1,1,0
1-11-2004-581,11,1,مبايعات,Sales,بيع,Sell,24-03-2004,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,359,الطوار الثالثه,Al Twar Third,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القصيص,Al Qusais Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,900000.0,645.83,,,1,1,0
1-11-2007-1094,11,1,مبايعات,Sales,بيع,Sell,19-04-2007,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,,,,,0,232.26,1260000.0,5424.95,,,1,1,0
1-11-2014-23101,11,1,مبايعات,Sales,بيع,Sell,21-10-2014,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,269,الحمريه,Al Hamriya,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الفهيدي,Al Fahidi Metro Station,مول دبي,Dubai Mall,,,0,782.34,12000000.0,15338.6,,,1,1,0
1-11-2001-1086,11,1,مبايعات,Sales,بيع,Sell,29-10-2001,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,378,القرهود,Al Garhoud,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو جي جي كو,GGICO Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1786.8,6000000.0,3357.96,,,5,1,0
2-13-2012-2977,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,23-07-2012,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,244,المرقبات,Al Murqabat,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الاتحاد,Union Metro Station,مول دبي,Dubai Mall,,,0,715.72,9630000.0,13454.98,,,1,1,0
1-11-2003-334,11,1,مبايعات,Sales,بيع,Sell,12-03-2003,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,244,المرقبات,Al Murqabat,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الاتحاد,Union Metro Station,مول دبي,Dubai Mall,,,0,2175.97,62500000.0,28722.82,,,1,1,0
1-11-2021-22406,11,1,مبايعات,Sales,بيع,Sell,14-12-2021,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,374,ام الشيف,Um Al Sheif,,,,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1532.9,11000000.0,7175.94,,,1,1,0
2-13-2000-724,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,09-08-2000,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,393,البرشاء الثانيه,Al Barsha Second,,,,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,1393.55,500000.0,358.8,,,1,1,0
2-13-2006-69,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,06-02-2006,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,364,الوصل,Al Wasl,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,,,0,1393.55,3000000.0,2152.78,,,1,1,0
1-11-2008-806,11,1,مبايعات,Sales,بيع,Sell,20-02-2008,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,4420000.0,3171.76,,,1,1,0
1-11-2003-1358,11,1,مبايعات,Sales,بيع,Sell,17-09-2003,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1127.56,480000.0,425.7,,,1,1,0
2-13-2010-2069,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,29-04-2010,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,362,نايف,Naif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو ميدان بني ياس,Baniyas Square Metro Station,مول دبي,Dubai Mall,,,0,713.31,13400000.0,18785.66,,,8,1,0
2-13-2006-1305,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,19-09-2006,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,338,القوز الاولى,Al Goze First,,,,,,,,وسط مدينة دبي,Downtown Dubai,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,,,0,929.03,750000.0,807.29,,,1,1,0
3-9-2011-152,9,3,هبات,Gifts,هبه,Grant,01-03-2011,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mizhar First,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1714.71,2953124.0,1722.23,,,9,2,0
2-13-2007-269,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26-02-2007,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,368,البرشاء الاولى,Al Barsha First,,,,,,,,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,,,0,2168.36,124740000.0,57527.35,,,1,1,0
1-11-2010-18012,11,1,مبايعات,Sales,بيع,Sell,16-12-2010,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,394,المزهر الثانيه,Al Mizhar Second,,,,,,,,,,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1858.06,9500000.0,5112.86,,,1,1,0
2-13-2009-1766,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,05-08-2009,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mizhar First,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,500000.0,358.8,,,2,1,0
1-11-2003-27,11,1,مبايعات,Sales,بيع,Sell,07-01-2003,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,266,السطوه,Al Satwa,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,,,0,227.61,500000.0,2196.74,,,3,1,0
1-11-2012-2784,11,1,مبايعات,Sales,بيع,Sell,21-02-2012,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,311,محيصنه الثالثه,Muhaisanah Third,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القصيص,Al Qusais Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,826.84,1500000.0,1814.14,,,1,1,0
2-14-2000-115,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,10-10-2000,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,300,الراشديه,Al Rashidiya,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,576.0,400000.0,694.44,,,1,1,0
1-11-2017-13736,11,1,مبايعات,Sales,بيع,Sell,09-11-2017,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,394,المزهر الثانيه,Al Mizhar Second,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1858.06,4580000.0,2464.94,,,1,1,0
2-13-1998-245,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,04-06-1998,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,339,المرر,Al Mararr,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو ميدان بني ياس,Baniyas Square Metro Station,مول دبي,Dubai Mall,,,0,339.1,2739000.0,8077.26,,,1,1,0
1-11-2025-2926,11,1,مبايعات,Sales,بيع,Sell,23-01-2025,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,231.64,1350000.0,5828.01,,,1,1,0
1-11-2024-48845,11,1,مبايعات,Sales,بيع,Sell,17-12-2024,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,230,ابو هيل,Abu Hail,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو بكر الصديق,Abu Baker Al Siddique Metro Station,,,,,0,232.26,1100000.0,4736.07,,,1,1,0
1-11-2004-101,11,1,مبايعات,Sales,بيع,Sell,14-01-2004,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1746.58,1165600.0,667.36,,,1,1,0
2-13-2003-437,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,09-06-2003,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,339,المرر,Al Mararr,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,180.88,4000000.0,22114.11,,,1,1,0
2-14-2020-859,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,27-08-2020,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,362,نايف,Naif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو ميدان بني ياس,Baniyas Square Metro Station,مول دبي,Dubai Mall,,,0,718.51,68000000.0,94640.3,,,1,1,0
2-13-2009-100,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26-01-2009,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,298,الورقاء الثالثه,Al Warqa Third,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1115.02,545000.0,488.78,,,1,1,0
2-13-2001-569,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,23-07-2001,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,312,محيصنه الاولى,Muhaisanah First,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1114.84,500000.0,448.49,,,1,1,0
2-13-2003-292,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,15-04-2003,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,316,المزهر الاولى,Al Mizhar First,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,220000.0,157.87,,,1,1,0
2-13-2000-1009,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,21-11-2000,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,306,الطوار الرابعة,Al Twar Fourth,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1232.17,500000.0,405.79,,,1,1,0
2-13-2011-4690,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,15-09-2011,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,244,المرقبات,Al Murqabat,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الرقة,Al Rigga Metro Station,مول دبي,Dubai Mall,,,0,1071.54,30000000.0,27997.09,,,1,1,0
3-9-2020-2606,9,3,هبات,Gifts,هبه,Grant,09-12-2020,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,,,0,2225.96,60000000.0,26954.66,,,1,1,0
1-11-2008-2159,11,1,مبايعات,Sales,بيع,Sell,24-04-2008,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,247,الخبيصى,Al Khabeesi,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الرقة,Al Rigga Metro Station,مول دبي,Dubai Mall,,,0,196.86,5800000.0,29462.56,,,1,1,0
1-11-2017-6337,11,1,مبايعات,Sales,بيع,Sell,08-05-2017,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,304,ام سقيم الثانيه,Um Suqaim Second,,,,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,5068.6,38000000.0,7497.14,,,1,1,0
1-11-2006-1881,11,1,مبايعات,Sales,بيع,Sell,07-11-2006,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,339,المرر,Al Mararr,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,100.34,1500000.0,14949.17,,,1,1,0
2-13-2016-1462,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,24-02-2016,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,374,ام الشيف,Um Al Sheif,,,,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,1374.96,4000000.0,2909.18,,,1,1,0
2-14-2009-212,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,02-07-2009,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,309,القوز الصناعيه الثالثه,Al Goze Industrial Third,,,,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,4494.65,72200000.0,16063.54,,,1,1,0
2-13-2002-169,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,25-03-2002,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,312,محيصنه الاولى,Muhaisanah First,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,500000.0,358.8,,,1,1,0
3-9-2017-1324,9,3,هبات,Gifts,هبه,Grant,22-08-2017,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,370,ام سقيم الثالثه,Um Suqaim Third,,,,,,,,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,,,0,464.51,3750000.0,8073.02,,,1,1,0
2-14-2021-870,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,04-10-2021,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,354,الورقاء الثانيه,Al Warqa Second,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1131.56,3848247.0,3400.83,,,1,1,0
1-11-2016-2806,11,1,مبايعات,Sales,بيع,Sell,09-03-2016,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,233,هور العنز,Hor Al Anz,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,211.35,2900000.0,13721.32,,,8,1,0
