transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
3-9-2006-163,9,3,هبات,Gifts,هبه,Grant,16-10-2006,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,278,منخول,Mankhool,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,,,0,3162.42,12000000.0,3794.56,,,3,1,0
3-9-2019-2944,9,3,هبات,Gifts,هبه,Grant,13-11-2019,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,278,منخول,Mankhool,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,,,0,209.09,916659.0,4384.04,,,2,4,0
2-13-1999-347,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,22-03-1999,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,278,منخول,Mankhool,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,,,0,1062.72,1200000.0,1129.18,,,1,1,0
2-13-2001-547,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,23-07-2001,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,388,عود ميثا,Oud Metha,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو عود ميثاء,Oud Metha Metro Station,مول دبي,Dubai Mall,,,0,1393.55,3500000.0,2511.57,,,5,1,0
2-13-2020-9477,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,30-11-2020,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,276,البدع,Al Bada,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,,,0,278.71,2500000.0,8969.9,,,1,1,0
3-9-2002-70,9,3,هبات,Gifts,هبه,Grant,29-05-2002,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,276,البدع,Al Bada,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو أبراج الإمارات,Emirates Towers Metro Station,مول دبي,Dubai Mall,,,0,276.39,500000.0,1809.04,,,1,1,0
1-11-2013-15239,11,1,مبايعات,Sales,بيع,Sell,16-05-2013,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,276,البدع,Al Bada,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو أبراج الإمارات,Emirates Towers Metro Station,مول دبي,Dubai Mall,,,0,382.67,2000000.0,5226.44,,,1,1,0
1-4-2012-13,4,1,مبايعات,Sales,إضافة أرض بالبيع,Adding Land By Sell,19-04-2012,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,276,البدع,Al Bada,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,,,0,346.81,920700.0,2654.77,,,1,1,0
2-13-1999-532,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26-04-1999,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,276,البدع,Al Bada,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,,,0,3626.93,1900000.0,523.86,,,1,1,0
1-11-2006-316,11,1,مبايعات,Sales,بيع,Sell,07-03-2006,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,,,0,211.35,1900000.0,8989.83,,,9,1,0
1-11-2026-121,11,1,مبايعات,Sales,بيع,Sell,05-01-2026,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,,,0,232.56,9011000.0,38746.99,,,13,1,0
1-11-2025-37635,11,1,مبايعات,Sales,بيع,Sell,09-09-2025,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,,,0,211.51,13386000.0,63287.79,,,1,1,0
1-11-2025-39861,11,1,مبايعات,Sales,بيع,Sell,25-09-2025,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,,,0,211.34,7400000.0,35014.67,,,3,1,0
2-13-2006-511,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,25-04-2006,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,271,الكرامه,Al Karama,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو بنك أبوظبي التجاري,ADCB Metro Station,مول دبي,Dubai Mall,,,0,211.35,1300000.0,6150.93,,,1,1,0
3-9-2020-1020,9,3,هبات,Gifts,هبه,Grant,01-06-2020,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,267,الرفاعه,Al Raffa,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو الغبيبة,Al Ghubaiba Metro Station,مول دبي,Dubai Mall,,,0,1145.68,28000000.0,24439.63,,,7,1,0
1-11-2024-37479,11,1,مبايعات,Sales,بيع,Sell,28-10-2024,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,269,الحمريه,Al Hamriya,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الفهيدي,Al Fahidi Metro Station,مول دبي,Dubai Mall,,,0,2479.67,80000000.0,32262.36,,,1,1,0
1-11-2024-20735,11,1,مبايعات,Sales,بيع,Sell,30-07-2024,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,266,السطوه,Al Satwa,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,,,0,232.26,17020000.0,73279.94,,,9,1,0
3-9-2025-3468,9,3,هبات,Gifts,هبه,Grant,12-06-2025,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,266,السطوه,Al Satwa,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,,,0,105.29,2000001.0,18995.17,,,1,2,0
1-11-2002-249,11,1,مبايعات,Sales,بيع,Sell,11-02-2002,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,266,السطوه,Al Satwa,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,,,0,232.26,600000.0,2583.31,,,4,1,0
1-11-2023-19347,11,1,مبايعات,Sales,بيع,Sell,22-06-2023,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,266,السطوه,Al Satwa,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,,,0,195.1,4000000.0,20502.31,,,4,3,0
1-11-2006-254,11,1,مبايعات,Sales,بيع,Sell,27-02-2006,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,910.45,1519000.0,1668.41,,,1,1,0
1-11-2013-2580,11,1,مبايعات,Sales,بيع,Sell,28-01-2013,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1428.38,2921250.0,2045.15,,,10,2,0
1-11-2004-1548,11,1,مبايعات,Sales,بيع,Sell,12-07-2004,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,800000.0,574.07,,,1,1,0
2-13-1999-91,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,08-02-1999,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,250000.0,179.4,,,1,1,0
2-13-1994-187,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,14-01-2002,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,500000.0,358.8,,,1,1,0
2-13-1999-174,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,22-02-1999,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,500000.0,358.8,,,1,1,0
2-13-2004-474,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,03-05-2004,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,500000.0,358.8,,,1,1,0
2-13-2021-11260,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,11-10-2021,2,مبنى,Building,,,,صناعي,Industrial,1,العقارات القائمة,Existing Properties,248,ام رمول,Um Ramool,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الامارات,Emirates Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,4486.19,30000000.0,6687.19,,,1,1,0
2-14-2007-86,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,12-03-2007,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,234,هور العنز شرق,Hor Al Anz East,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,3318.96,30000000.0,9038.98,,,1,1,0
1-11-1999-834,11,1,مبايعات,Sales,بيع,Sell,20-12-1999,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,266,السطوه,Al Satwa,,,,,,,,برج خليفة,Burj Khalifa,محطة مترو المركز التجاري,Trade Centre Metro Station,مول دبي,Dubai Mall,,,0,227.61,300000.0,1318.04,,,1,1,0
1-11-2016-4132,11,1,مبايعات,Sales,بيع,Sell,11-04-2016,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,234,هور العنز شرق,Hor Al Anz East,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,,,,,0,455.22,3900000.0,8567.29,,,1,1,0
2-13-2003-499,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,14-07-2003,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,234,هور العنز شرق,Hor Al Anz East,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القيادة,Al Qiyadah Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,3093.67,10000000.0,3232.41,,,2,1,0
2-14-2015-100,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,28-01-2015,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,234,هور العنز شرق,Hor Al Anz East,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القيادة,Al Qiyadah Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1741.37,47871250.0,27490.57,,,2,1,0
2-14-2022-876,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,11-08-2022,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,234,هور العنز شرق,Hor Al Anz East,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القيادة,Al Qiyadah Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1741.37,48829000.0,28040.57,,,2,1,0
1-11-2019-7475,11,1,مبايعات,Sales,بيع,Sell,19-08-2019,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,234,هور العنز شرق,Hor Al Anz East,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو أبو هيل,Abu Hail Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,2926.44,45005000.0,15378.75,,,1,1,0
2-13-2025-26356,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,15-09-2025,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,231,الممزر,Al Mamzer,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القيادة,Al Qiyadah Metro Station,,,,,0,7454.35,15000000.0,2012.25,,,9,1,0
1-11-1998-674,11,1,مبايعات,Sales,بيع,Sell,01-07-1998,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,231,الممزر,Al Mamzer,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو القيادة,Al Qiyadah Metro Station,,,,,0,1412.13,1520000.0,1076.39,,,1,1,0
1-11-2023-37401,11,1,مبايعات,Sales,بيع,Sell,16-11-2023,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,239,البراحه,Al Baraha,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,مول دبي,Dubai Mall,,,0,319.21,8200000.0,25688.42,,,11,1,0
1-11-2021-5919,11,1,مبايعات,Sales,بيع,Sell,12-04-2021,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,239,البراحه,Al Baraha,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,مول دبي,Dubai Mall,,,0,225.29,6000000.0,26632.34,,,2,1,0
1-11-2007-3733,11,1,مبايعات,Sales,بيع,Sell,10-12-2007,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,239,البراحه,Al Baraha,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,مول دبي,Dubai Mall,,,0,243.96,12000000.0,49188.39,,,1,1,0
1-11-2008-308,11,1,مبايعات,Sales,بيع,Sell,23-01-2008,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,239,البراحه,Al Baraha,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو صلاح الدين,Salah Al Din Metro Station,,,,,0,225.29,11200000.0,49713.7,,,1,1,0
2-13-2009-942,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,04-06-2009,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,2000000.0,2870.39,,,1,1,0
1-11-2015-246,11,1,مبايعات,Sales,بيع,Sell,07-01-2015,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,235,عيال ناصر,Eyal Nasser,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,188.89,6000000.0,31764.52,,,13,1,0
1-11-2003-300031,11,1,مبايعات,Sales,بيع,Sell,28-04-2003,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,235,عيال ناصر,Eyal Nasser,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,61.46,195000.0,3172.8,,,2,1,0
1-11-2007-1000,11,1,مبايعات,Sales,بيع,Sell,11-04-2007,2,مبنى,Building,,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,242,الراس,Al Ras,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراس,Al Ras Metro Station,مول دبي,Dubai Mall,,,0,241.08,3500000.0,14518.0,,,1,1,0
1-11-2011-2687,11,1,مبايعات,Sales,بيع,Sell,14-02-2011,2,مبنى,Building,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,235,عيال ناصر,Eyal Nasser,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطات مترو نخلة ديرة,Palm Deira Metro Stations,مول دبي,Dubai Mall,,,0,165.18,3400000.0,20583.61,,,1,1,0
2-13-2016-3140,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,26-04-2016,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,904.6,5930000.0,6555.38,,,1,1,0
1-11-2003-242,11,1,مبايعات,Sales,بيع,Sell,25-02-2003,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,672.34,521064.0,775.0,,,1,1,0
1-11-2025-21741,11,1,مبايعات,Sales,بيع,Sell,27-05-2025,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1520.45,5500000.0,3617.35,,,1,1,0
1-11-1998-1076,11,1,مبايعات,Sales,بيع,Sell,20-10-1998,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,672.34,920000.0,1368.36,,,1,1,0
2-32-2017-29,32,2,رهون,Mortgages,تعديل إيجارة تنتهى بالتملك,Lease to Own Modify,10-10-2017,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,924.57,3700000.0,4001.86,3700000.0,4001.86,1,1,0
1-11-1998-210,11,1,مبايعات,Sales,بيع,Sell,27-04-1998,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,905.8,355875.0,392.88,,,1,1,0
1-11-2005-1713,11,1,مبايعات,Sales,بيع,Sell,27-07-2005,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,924.57,5400000.0,5840.55,,,1,2,0
1-11-2023-22250,11,1,مبايعات,Sales,بيع,Sell,14-07-2023,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,71.09,500000.0,7033.34,,,1,1,0
2-13-2017-10503,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,14-12-2017,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,924.57,533000.0,576.48,,,1,1,0
1-11-2017-6777,11,1,مبايعات,Sales,بيع,Sell,15-05-2017,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,4500000.0,4843.76,,,1,2,0
1-11-2009-300051,11,1,مبايعات,Sales,بيع,Sell,24-12-2009,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,181.73,1000000.0,5502.67,,,2,1,0
1-11-2022-18164,11,1,مبايعات,Sales,بيع,Sell,01-08-2022,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,6000000.0,6458.35,,,2,5,0
1-11-2018-9876,11,1,مبايعات,Sales,بيع,Sell,15-10-2018,1,أرض,Land,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,2099989.0,3013.89,,,1,1,0
1-11-2013-7709,11,1,مبايعات,Sales,بيع,Sell,11-03-2013,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,6000000.0,4305.55,,,1,1,0
1-11-2008-2380,11,1,مبايعات,Sales,بيع,Sell,30-04-2008,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,5400000.0,7750.05,,,1,1,0
2-13-2013-1312,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,07-03-2013,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1389.09,4500000.0,3239.53,,,2,1,0
2-13-2008-667,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,17-04-2008,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,743.22,3500000.0,4709.24,,,1,1,0
1-11-2002-959,11,1,مبايعات,Sales,بيع,Sell,04-06-2002,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,565000.0,810.88,,,1,1,0
1-11-2002-319,11,1,مبايعات,Sales,بيع,Sell,18-02-2002,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,650000.0,699.65,,,1,1,0
1-11-1998-603,11,1,مبايعات,Sales,بيع,Sell,22-06-1998,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,370000.0,398.26,,,1,1,0
1-11-2002-883,11,1,مبايعات,Sales,بيع,Sell,22-05-2002,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,940.64,658125.0,699.66,,,1,1,0
2-13-2025-29978,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,16-10-2025,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,2750000.0,3946.78,,,1,1,0
2-14-2002-83,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,29-04-2002,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,936.18,2442326.0,2608.82,,,1,1,0
1-11-2006-1146,11,1,مبايعات,Sales,بيع,Sell,05-07-2006,4,فيلا,Villa,,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,3300000.0,4736.14,,,1,1,0
